Company,Tag
SAFARI AGAR & WOODS PRIVATE LIMITED,1
PBS GO-GREEN PRIVATE LIMITED,1
SAVERAA EXPORTS COMPANY PRIVATE LIMITED,1
V M AGRICULTURE ESTATE PRIVATE LIMITED,1
PONNI FARMS PRIVATE LIMITED,1
VIDYA GREEN FARMS PRIVATE LIMITED,1
Y.V.S. AGRO FARMS PRIVATE LIMITED,1
WILD INTERNATIONAL COMMERCE PRIVATE LIMITED,1
SAMUTHRA INDIA PRODUCER COMPANY LIMITED,1
HITECH FARMS & LIVESTOCK PRIVATE LIMITED,1
GDS AGRO PROMOTER INDIA LIMITED,1
JAYAM DAIRIES & AGROTECH INDIA LIMITED,1
POWERFUL AGROTECH LIMITED,1
AMAZON GREEN AGRO FARM INDIA LIMITED,1
SUBAM AGRO TECH INDIA LIMITED,1
TRICHY AGRO LIMITED,1
PEOPLE LIFE CARE DIARIES AND AGROTECH INDIA LIMITED,1
FRANGIPANI ORCHARDS PRIVATE LIMITED,1
GREEN HAMMOCK AGRO PRIVATE LIMITED,1
GREEN DUNES AGRO FARM PRIVATE LIMITED,1
AURRUM ORGANIC HORTICULTURE PRIVATE LIMITED,1
AADHITYA TRADERS MANUFACTURES OF AGRO PRODUCTS PRIVATE LIMITED,1
MNS IMPEX PRIVATE LIMITED,1
LIZ AGRI PRODUCER COMPANY LIMITED,1
RAJ ECO VENTURES PRIVATE LIMITED,1
MVS COCONUT TRADING PRIVATE LIMITED,1
AMARAVATHI ECOFARMS PRIVATE LIMITED,1
S.G.V AGROFARMS ESTATE PRIVATE LIMITED,1
POTHIGAI FARMS PRIVATE LIMITED,1
BANGARU KAMAKSHIAMMAN AGRO FARMS PRIVATE  LIMITED,1
NOBLE AGRO BIOTECH PRIVATE LIMITED,1
REVPL AAGRO RESEARCH PRIVATE LIMITED,1
JUNGLE ECO FARMS PRIVATE LIMITED,1
ALMAA SIDDHA CARE MULTI SPECIALITY HOSPITAL INDIA PRIVATE LIMITED,1
PERIYAVAN AGRO PRODUCTS PRIVATE LIMITED,1
ECO FARMERS AGROTECH PRIVATE LIMITED,1
RAJ AGRII EXPORTS PRIVATE LIMITED,1
ROYAL ORGANIC FACTORY PRIVATE LIMITED,1
CRYSTOR BUSINESS PRIVATE LIMITED,1
AISWARIYAM AGROTECH PRIVATE LIMITED,1
AADITHYA CORP FARMS PRIVATE LIMITED,1
MASS LAND DEVELOPERS AND MAINTENANCE PRIVATE LIMITED,1
MK AGRO INDIA PRIVATE LIMITED,1
PNBC AGROFARMS PRIVATE LIMITED,1
MUTHALAGU FARMS AND ESTATES PRIVATE LIMITED,1
PNBC FARM FOODS PRIVATE LIMITED,1
MICRON PACIFIC PRIVATE LIMITED,1
ICSA AGRO PRIVATE LIMITED,1
SOUTHFIELD CONSULTANTS PRIVATE LIMITED,1
ARUN NATURALS PRIVATE LIMITED,1
ISWARA GROWGREEN AGRI PRIVATE LIMITED,1
ASSEFA SEED PRODUCER COMPANY LIMITED,1
AATHAVA PLANTATION PRIVATE LIMITED,1
BEE3 IMPORTS AND EXPORTS PRIVATE LIMITED,1
PNBC AGRITECH PRIVATE LIMITED,1
PNBC HORTICULTURE PRIVATE LIMITED,1
SARAVANA AGRO INDUSTRIES PRIVATE LIMITED,1
INDIAN VILLAGE HERBS PRIVATE LIMITED,1
ASSEFA MILK PRODUCER COMPANY LIMITED,1
CHOZHAMANDALA ORGANIC FARMER'S PRODUCER COMPANY LIMITED,1
ASSEFA LIVESTOCK PRODUCER COMPANY LIMITED,1
BIOGREEN FERTILIZERS INDIA PRIVATE LIMITED,1
KODAIKANAL FRESH VEGETABLE PRODUCER COMPANY LIMITED,1
RAJ AGRII RETAIL PRIVATE LIMITED,1
RAJ GOAT FARMS PRIVATE LIMITED,1
CHETTINADU AGROTECH PRIVATE LIMITED,1
GREENWEALTH FARMS PRIVATE LIMITED,1
REGAL CROWN TRADING PRIVATE LIMITED,1
JAYEVIJAY AGRO FARMS PRIVATE LIMITED,1
CHANDRASEKARA AGRO FARMS PRIVATE LIMITED,1
PRABHU FARMS PRIVATE LIMITED,1
PLENARY AGRO INDIA LIMITED,1
JSRM DAIRIES LIMITED,1
MAKKAL JAI BHARATH BIO - TECH INDIA LIMITED,1
REDLOTUS AGRO FARM INDIA LIMITED,1
MAXGROW AGRO & ASSET PROMOTERS LIMITED,1
SUVASAM RURAL WEALTH PROMOTORS INDIA LIMITED,1
HIMAALAYAA AGRO ASSET PROMOTERS LIMITED,1
JJT VOICE OF THUNDER AGRO PRIVATE LIMITED,1
THATHIENGARPETTAI PRECISION FARM PRODUCER COMPANY LIMITED,1
BRITISH AGRO PRODUCTS (INDIA) PRIVATE LIMITED,1
CAUVERY FARMERS PRODUCER COMPANY LIMITED,1
JEMS NATURAL RESOURCES PRIVATE LIMITED,1
DATES INDIA AGRO VENTURES PRIVATE LIMITED,1
FARM TO CONSUMER PRIVATE LIMITED,1
INNOVATIVE AGRO VENTURES (INDIA) PRIVATE  LIMITED,1
NAMAKKAL AGRO PRODUCTS AND FARMS PRIVATE  LIMITED,1
KAKANALLUR SEEVARAM BABYAMMAL AGRO PRIVATE LIMITED,1
ARUVADAI ORGANIC PRODUCE PRIVATE LIMITED,1
PANKAJAM FARMS PRIVATE LIMITED,1
TAMILNADU RAINFED FARMERS PRODUCER COMPANY LIMITED,1
ALAGAR BIO TECH PRODUCT PRIVATE LIMITED,1
SUPADHAM AGRO FOODS & ENTERPRISES PRIVATE LIMITED,1
HAMEEDHA FARMS PRIVATE LIMITED,1
ABHINAV FARM LANDS PRIVATE LIMITED,1
MJ AGROTECH PRIVATE LIMITED,1
TROPICAL BIOSCIENCES PRIVATE LIMITED,1
AMIRTHAA AGRO & GRANITES PRIVATE LIMITED,1
ULTIMA AGRO SOLUTIONS PRIVATE LIMITED,1
GREEN ORGANIC VRIKSHA PRIVATE LIMITED,1
IMMINENT AGRI FARMS PRIVATE LIMITED,1
AISHWARYAM FARMERS PRODUCER COMPANY LIMITED,1
KANISH AGRO INDUSTRIES INDIA PRIVATE LIMITED,1
SOLLERS RANCHER PRIVATE LIMITED,1
PUDUKKOTTAI ORGANIC FARMERS PRODUCER COMPANY LIMITED,1
APBN AGRO PRIVATE LIMITED,1
CUMBUMVALLEY PLANTERS PRIVATE LIMITED,1
WEFSA FARMERS PRODUCER COMPANY LIMITED,1
CYPRIOT EXISTENCE FARM PRIVATE LIMITED,1
GINGEE FARMERS PRODUCER COMPANY LIMITED,1
M.G.NATURAL FARM PRIVATE LIMITED,1
JAWADHU FARMERS PRODUCER COMPANY LIMITED,1
HADI AGRO PRODUCTS AND INDUSTRIES LIMITED,1
MANGROWTH FARM PLOW UP PRIVATE LIMITED,1
THIRUMUTHUKUNDRAM FARMERS PRODUCER COMPANY LIMITED,1
NALLAVUR FARMER PRODUCER COMPANY LIMITED,1
SPHINAX AGROTECH PRIVATE LIMITED,1
SARANGAM GREENS PRIVATE LIMITED,1
SHAKTHI FARMERS PRODUCER COMPANY LIMITED,1
KOZHUNTHUMALAI DAIRY AND AGRO PRIVATE LIMITED,1
PANRUTI FARMERS PRODUCER COMPANY LIMITED,1
SAI HAPPY FARMS PRIVATE LIMITED,1
AGK FARM PRODUCTS PRIVATE LIMITED,1
TRICHY FARMERS PRODUCER COMPANY LIMITED,1
IMPRINT CONCEPTS PRIVATE LIMITED,1
P.K. AGRO FARMS PRIVATE LIMITED,1
ANASUYA AGRO PRIVATE LIMITED,1
R IMART TRADING PRIVATE LIMITED,1
ENRICH IMPEX PRIVATE LIMITED,1
ELUPUR PROJECTS PRIVATE LIMITED,1
AAVIGNAA AGRO PRIVATE LIMITED,1
THANJAVUR PADDY AND RICE MILLERS CONSORTIUM PRIVATE LIMITED,1
TAMILNADU AGRO VENTURES PRIVATE LIMITED,1
EARTH REAL ESTATE PRIVATE LIMITED,1
PADMAJA FARMS PRIVATE LIMITED,1
PETUNIA CONSTRUCTIONS PRIVATE LIMITED,1
BHARATHI AGRO BIO FARM PRIVATE LIMITED,1
ADESWARA FOUNDATIONS PRIVATE LIMITED,1
MUTHU SARAVANA AGRI & ALLIED FARM PRIVATE LIMITED,1
GOLDEN INDIA INTEGRATED VENTURES PRIVATE  LIMITED,1
EVERGREEN ALOE PRODUCT (INDIA) PRIVATE LIMITED,1
PULVAI AGRO FARMS PRIVATE LIMITED,1
SARAMANI LAND DEVELOPERS PRIVATE LIMITED,1
ANGALA AMMAN AGROFARMS PRIVATE LIMITED,1
AFD AGROTECH LIMITED,1
GREEN SEA AGROTECH INDIA LIMITED,1
BOOMA AGRO TECH LIMITED,1
ANNAI GREEN AGRO TECH LIMITED,1
KDM HERBALS LIMITED,1
IWAY AGRO TECH LIMITED,1
TIRUVARUR ASSET PROMOTERS INDIA LIMITED,1
HARUR AGRO FARM INDIA LIMITED,1
GREEN INDIA FARMS AND DAIRY LIMITED,1
PASUMAI INDIA AGRO TECH LIMITED,1
NEW HOPE FOOD INDUSTRIES PRIVATE LIMITED,1
SURANA SPICES PRIVATE LIMITED,1
CGS FOODS PRIVATE LIMITED,1
JEYASURIYAA FOODS PRIVATE LIMITED,1
THENAMOOTHU FOODS PRIVATE LIMITED,1
BENSON AND LINSON FOODS (INDIA) PRIVATE LIMITED,1
SIRUVANI HERBAL PRODUCTS PRIVATE LIMITED,1
DURO FOOD PRODUCTS OVERSEAS PRIVATE LIMI TED,1
S. A. A INDUSTRIES PRIVATE LIMITED,1
MILKA NUTRIMENTS PRIVATE LIMITED,1
MICRO CONTROLS INDIA PRIVATE LIMITED,1
B J ELECTRONICS PRIVATE LIMITED,1
FRONTLINE ELECTRONICS PRIVATE LIMITED,1
THANGAM ELECTRONICS PRIVATE LIMITED,1
GEM DISPLAY SYSTEMS PRIVATE LIMITED,1
DAKKSHIN ELECTRO-TECH PRIVATE LIMITED,1
CHITRA ENTERPRISES PRIVATE LIMITED,1
GES ELECTRONIC SERVICES PRIVATE LIMITED,1
TECHNO MECHTRON PRIVATE LIMITED,1
RELCO RAWMAT ELECTRONICS ASSOCIATES LIMITED,1
FEMINA PRAWN CULTURE PRIVATE LIMITED,1
D.S.AQUACULTURE INDIA PRIVATE LIMITED,1
P.S.M.FARM PRIVATE LIMITED,1
SRI THIRUMALAI FISHERIES PRIVATE LIMITED,1
MERPRO MARINE PRODUCTS PRIVATE LIMITED,1
FALCON FISHERIES PVT. LTD,1
SURIYA PRAWN CULTURE FARM PVT. LTD,1
PISCES AQUA CULTURE PVT. LTD,1
ONLAND AQUA FARMS PVT. LTD,1
UTHAYAM PRAWNS PVT. LTD,1
VISVADARA MARINE PRODUCTS PVT. LTD,1
ELCANSO FARMS PVT. LTD,1
ELDORADO FARMS PRIVATE LIMITED,1
ROYAL MARINE PRODUCTS (TANJORE) PVT. LTD,1
SIMS IMPEX PVT. LTD,1
ROYAL AQUA PRODUCTS PVT. LTD,1
NOAH'S FISHERIES PVT. LTD,1
POOMPUHAR AQUA FARMS PVT. LTD,1
ALLURI AGRO INDUSTRIES PRIVATE LIMITED,1
J.J.MARINE PRODUCTS (MADRAS)PVT. LTD,1
BVK AGRI PRODUCER COMPANY LIMITED,1
RAMNAD MUNDU CHILLY PRODUCER COMPANY LIMITED,1
3HANDS AGRO FOODS PRIVATE LIMITED,1
TMS DAIRY PRODUCTS PRIVATE LIMITED,1
KAVERYSANGAMAM PRODUCER COMPANY LIMITED,1
SIVAJI HI-TEK FOODS PRIVATE LIMITED,1
VELLORE DISTRICT FARMERS PRODUCER COMPANY LIMITED,1
BASS VELAANVANIGAM PRIVATE LIMITED,1
MAGI AGRO FARM PRIVATE LIMITED,1
PETRA FARMS AND RESORTS PRIVATE LIMITED,1
AMIRTHASURABI AGRO FOOD PRODUCTS PRIVATE  LIMITED,1
DPS AGRITECH PRIVATE LIMITED,1
AANANDHALAKSHMI FOODS PRIVATE LIMITED,1
KUBU FARMS PRIVATE LIMITED,1
RAMANATHAPURAM CHILLIES PRODUCER COMPANY  LIMITED,1
LINGA BHAIRAVI ENTERPRISES PRIVATE LIMITED,1
JAWADHU AGRO PRODUCER COMPANY LIMITED,1
NEITHAL SUSTAINABLE AGRICULTURE PRODUCER  COMPANY LIMITED,1
KINGDOM IMPORT AND EXPORT PRIVATE LIMITED,1
MANAGIRI SUSTAINABLE AGRICULTURE PRODUCER COMPANY LIMITED,1
IIYNDINAI ORGANIC FOODS PRIVATE LIMITED,1
SHERISHA AGRICULTURE PRIVATE LIMITED,1
SURANAM TRADITIONAL CROP PRODUCER COMPANY LIMITED,1
GUDIYATHAM FARMERS PRODUCER COMPANY LIMITED,1
ADHIKAR INDIA PRODUCER COMPANY LIMITED,1
PERAIYUR FARMERS PRODUCER COMPANY LIMITED,1
FARMINDIA NATURALS AND FRESHES PRIVATE LIMITED,1
GANDHIGRAMAM FARMERS AND HERBAL PRODUCER  COMPANY LIMITED,1
REDSEA AGRO IMPORTS AND EXPORTS PRIVATE LIMITED,1
MARAKANAM WATERMELON PRODUCER COMPANY LIMITED,1
FARMINDIA FARM PROMOTERS AND CONSULTANCY  PRIVATE LIMITED,1
NATARAMPALLI FARMERS PRODUCER COMPANY LIMITED,1
TIRUMANGALAM FARMERS PRODUCER COMPANY LIMITED,1
TIRUCHULI FARMERS PRODUCER COMPANY LIMITED,1
THELLARU FARMER PRODUCER COMPANY LIMITED,1
VIRUDHUNAGAR VEGETABLES FARMERS PRODUCER  COMPANY LIMITED,1
VISRAJ EXPORTS PRIVATE LIMITED,1
AHIMSA ORGANIC AGRI TECH PRODUCER COMPANY LIMITED,1
SRI RAMA GOVINDAN AGRI FARMS PRIVATE LIMITED,1
MADHURAI JASMINE FARMERS PRODUCER COMPANY LIMITED,1
LATHUR AND CHITTHAMUR FARMERS PRODUCER COMPANY LIMITED,1
POONDI FARMERS PRODUCER COMPANY LIMITED,1
ARUNAI FARMERS PRODUCER COMPANY LIMITED,1
JAMUNAMARATHUR FARMERS PRODUCER COMPANY LIMITED,1
THIRUPPARANKUNDRAM FARMERS PRODUCER COMPANY LIMITED,1
NARKANI UZHAVAR PRODUCER COMPANY LIMITED,1
MANNAR FISHERMAN'S PRODUCER COMPANY LIMITED,1
NANDAVANAM PAZHAVOOR FLOWER PRODUCER COMPANY LIMITED,1
PUDUPALAYAM SUSTAINABLE AGRICULTURE PRODUCER COMPANY LIMITED,1
SWAASAM GLOBAL FARMER PRODUCER COMPANY LIMITED,1
DHARTHI FARMTEC INDIA PRIVATE LIMITED,1
AGATHIAR FARMERS PRODUCER COMPANY LIMITED,1
TSI AGRI FARM PRIVATE LIMITED,1
KANCHEEPURAM DISTRICT ORGANIC FARMERS PRODUCER COMPANY LIMITED,1
NANDHISHWAR AGRO AND DAIRY LIMITED,1
PENINSULA HOLIDAYS PRIVATE LIMITED,1
VASANTHI EXIM PRIVATE LIMITED,1
RAKKSHA BIOTECH PRIVATE LIMITED,1
ALLHATCH POULTRY BREEDERS PRIVATE LIMITED,1
INTEGRATED COCONUT AND BANANA FARM PRODUCER COMPANY LIMITED,1
CHEMPAKA GENERAL FINANCE PRIVATE LIMITED,1
SIVASAKTHI AGRO INDUSTIES AND AGENCIES PRIVATE LIMITED,1
RELIABLE AGRITECH COMPANY (INDIA) PRIVAT E LIMITED,1
VANASAI AGRO-ESTATES PRIVATE LIMITED,1
MATHAN AGRO PRIVATE LIMITED,1
GOLD PEACOCK HITECH AGRO FARMS PRIVATE LIMITED,1
ANCIENT GREENFIELDS PRIVATE LIMITED,1
ROYAL GREEN OIL REFINERIES PRIVATE LIMITED,1
DREAM DESTINATION FARM AND RESORTS PRIVATE LIMITED,1
ZENITH HITECH AGRI FARM PRIVATE LIMITED,1
KUTTAPALAYAM SWAMINATHAN COW CARE CENTRE  PRIVATE LIMITED,1
GREEN SUCCESS ESTATES INDIA PRIVATE LIMITED,1
SUBASREE EMU FARMS INDIA PRIVATE LIMITED,1
KUMARAN POULTRIES PRIVATE LIMITED,1
KURINJI POULTRY SERVICES PRIVATE LIMITED,1
ALKA AGRO FARMS INDIA PRIVATE LIMITED,1
PLATINUM ROYAL ORCHIDS PRIVATE LIMITED,1
SSV AGRI FARMS INDIA PRIVATE LIMITED,1
SKYENDS AGROFARM INDIA PRIVATE LIMITED,1
BOFFO AGRO FARMS PRIVATE LIMITED,1
KRITHISHA AGRO FARMS PRIVATE LIMITED,1
JAYESH FARMS INDIA PRIVATE LIMITED,1
IFARM AGRO INDUSTRIES PRIVATE LIMITED,1
IRUVACHI FOODS AND AGRO PRODUCTS PRIVATE  LIMITED,1
NAVAJYOTHY FARMERS PRODUCER COMPANY LIMITED,1
NATHAM TRADITIONAL CROP PRODUCER COMPANY  LIMITED,1
RAJAPALANISWAMY AGRO FARMS PRIVATE LIMITED,1
NALAMTHA FARMERS PRODUCER COMPANY LIMITED,1
GOWTHAAMM NUTRITION FEEDS PRIVATE LIMITED,1
UNIVERONA CONSULTANCY SERVICES PRIVATE LIMITED,1
FRUITFUL HARVEST PRIVATE LIMITED,1
VYALI AGRO PRIVATE LIMITED,1
METTUPALAYAM VEGETABLE FARMERS PRODUCER COMPANY LIMITED,1
DAIWIK AGRI PLANTATIONS PRIVATE LIMITED,1
SANJAY INDIA AGRO SOLUTIONS PRIVATE LIMITED,1
PANDIYAN SERICULTURAL FARM PRIVATE LIMITED,1
ORIENT GREEN COIR EXPORTS PRIVATE LIMITE D,1
MOHAN MICROBES LIMITED,1
MARS SYNERGY GEO TECH PRIVATE LIMITED,1
ASHTRAL BIOTECH PRIVATE LIMITED,1
THE GREAT INDIAN AGRICULTURAL CORPORATION LIMITED,1
CK'S FOODS PRIVATE LIMITED,1
EARTH SENSE AGRO PRODUCTS PRIVATE LIMITED,1
PANDIYAN PLANTATIONS PRIVATE LIMITED,1
PIONEER EXTRACTS PRIVATE LIMITED,1
PETHA RAJU FARMS PRIVATE LIMITED,1
SOLAI AGRO FARMS PRIVATE LIMITED,1
PREMIERSKIMMER MOTOR COMPANY LIMITED,1
SOUTHERN GARDENS INDIA PRIVATE LIMITED,1
MH AGRO PRIVATE LIMITED,1
RESTON FARMS PRIVATE LIMITED,1
ADITYA SPINS WELL (CHENNAI) PRIVATE LIMITED,1
JAYAM BIO MANURES PRIVATE LIMITED,1
FEDERATION OF INDIAN HERBAL INDUSTRY,1
TARWAY BOTANICALS PRIVATE LIMITED,1
SRI SACHITHANANTHA FARMS PRIVATE LIMITED,1
RAKSHANA BIO-TECH PRIVATE LIMITED,1
VALSA AGRO FARMS AND HOLDINGS PRIVATE LIMITED,1
SANGUINE GENETICS LIMITED,1
EXCELXIORR HORTICULTURE FARMS AND COMPANY PRIVATE LIMITED,1
APARAJITA FARMS & HERBS INDIA PRIVATE LIMITED,1
VEL NATURAL EXTRACTS PRIVATE LIMITED,1
BLUE STAR FOOD PRODUCTS INDIA PRIVATE LIMITED,1
SRIMADHI POLYMERS PRIVATE LIMITED,1
GAM TECHNOLOGIES PRIVATE LIMITED,1
B & G LIFE SCIENCES PRIVATE LIMITED,1
GE DRILLING ENGINEERING SERVICES OF INDIA PRIVATE LIMITED,1
INAUX RISK MANAGEMENT AND ALLIED SERVICES PRIVATE LIMITED,1
ELUMALAI FARM PRIVATE LIMITED,1
CHENNAI CNC SERVOTRONICS PRIVATE LIMITED,1
SAPIENT SYSTEMS PRIVATE LIMITED,1
L K REALITIES PRIVATE LIMITED,1
RAGASRI AGRO FARMS PRIVATE LIMITED,1
ATYANT CAPITAL ADVISORS PRIVATE LIMITED,1
SRIKALS GRAPHICS PRIVATE LIMITED,1
ULTRALITE BLOCKS PRIVATE LIMITED,1
NORTH AMERICAN BUSINESS INSTITUTE PRIVATE LIMITED,1
GLOBAL DYEIING WORKS PRIVATE LIMITED,1
SAP ELECTRICALS PRIVATE LIMITED,1
MONEYWORTH ESTATES PRIVATE LIMITED,1
PRIMORIS SOLUTIONS PRIVATE LIMITED,1
ASIAN AGRO ENERGY PLANTATIONS LIMITED,1
SREE SARABESHWARRARR REAL ESTATES PRIVATE LIMITED,1
SUGAL & DAMANI AGRI SYSTEMS PRIVATE LIMITED,1
EIGHT CONSTRUCTIONS PRIVATE LIMITED,1
ALPHA WATER TECHNOLOGIES INDIA PRIVATE LIMITED,1
VRT LOGISTICS SOLUTIONS PRIVATE LIMITED,1
NEWERA JAT AGRO PRIVATE LIMITED,1
BLUE CHIP ESTATES PRIVATE LIMITED,1
GREENHANDS INFRASTRUCTURE PRIVATE LIMITE D,1
THIRRUSENTHILANDAVAN CHIT FUND PRIVATE LIMITED,1
S.J.PLANTATIONS PROJECTS PRIVATE LIMITED,1
HIGHPOWERV AGRICULTURE PRIVATE LIMITED,1
NARAYANAN CONSULTANTS PRIVATE LIMITED,1
MAKS CORALBAY REALTY INDIA PRIVATE LIMIT ED,1
PERFECT CALL CENTER TECHNOLOGIES PRIVATE  LIMITED,1
SRI SAKTHIKRISHNA FOUNDATION PRIVATE LIMITED,1
ACUMEN TECHNOLOGIES PRIVATE LIMITED,1
PHOENIX PRODUCTIONS PRIVATE LIMITED,1
TOTAL PACK SOLUTIONS PRIVATE LIMITED,1
K.K.B. IMPEX AND TRANSPORTS PRIVATE LIMITED,1
NATURE RETREATS PRIVATE LIMITED,1
KSQUARE TECHNO SERVICES PRIVATE LIMITED,1
SRI R.GANESAN COLD STORAGE PRIVATE LIMITED,1
APPS BUSINESS IT SOLUTIONS PRIVATE LIMITED,1
MAHOJASWIN AGRO PRIVATE LIMITED,1
RCONS ESTATES (INDIA) PRIVATE LIMITED,1
SREE ABILAKSHANAS IMPEX PRIVATE LIMITED,1
D.E. PROFESSIONAL FITNESS PRIVATE LIMITE D,1
IQC ADVANCED INSPECTION SOLUTIONS PRIVATE LIMITED,1
THACHAN FARMS PRIVATE LIMITED,1
KALVIMADAI FARMS PRIVATE LIMITED,1
CUMBUM VALLEY FARM FUSION PRIVATE LIMITED,1
SUMO AGRICULTURAL OPERATIONS PRIVATE LIMITED,1
EDEN PLANTATION RESORT PRIVATE LIMITED,1
GENETWISTER BIOTECH PRIVATE LIMITED,1
PPPS AGRO FARMS PRIVATE LIMITED,1
SRIVARI PLANTATIONS PRIVATE LIMITED,1
PULKARAI AGRO FARMS PRIVATE LIMITED,1
NEW ROYAL AGRI WORLD LIMITED,1
TRISEA IMPEX PRIVATE LIMITED,1
KAKANALUR S. KRISHNASAMI L. NARASAMMAL AGRO PRIVATE LIMITED,1
KAANINILAM VIVASAYAPANNAI PRIVATE LIMITED,1
K S M FARM PRIVATE LIMITED,1
K M P FARMS PRIVATE LIMITED,1
MANIKARNIKA FARMS PRIVATE LIMITED,1
AHIMSA AGRO DEVELOPMENT PRIVATE LIMITED,1
ORGANIC LIFE AGRO RESEARCH AND DEVELOPMENT PRIVATE LIMITED,1
GREEN BAY AGRO PRIVATE LIMITED,1
SRV AGRO FARMS PRIVATE LIMITED,1
FUMIGATION TECHNOLOGIES (INDIA) PRIVATE LIMITED,1
RANGLEELA NATURAL PRODUCTS PRIVATE LIMITED,1
BENTOLI AGRINUTRITION INDIA PRIVATE LIMITED,1
SRIVARI HERITAGE ORGANIC FARMS PRIVATE LIMITED,1
SHANMUGAM AGRO FARMS & EXPORTS PRIVATE LIMITED,1
EVEREST GREEN AGGRO FARMS (INDIA) PRIVATE LIMITED,1
A & A GREEN AGRO FARMS PRIVATE LIMITED,1
AARU FARM PRIVATE LIMITED,1
VPVS FARMS PRIVATE LIMITED,1
GREEN TOP AGRO PROJECTS PRIVATE LIMITED,1
NISHANT AGRICULTURE PRIVATE LIMITED,1
RKG AGRO HI-TECH SERVICES PRIVATE LIMITED,1
JENKIN & JEFFREY EDIBLE OIL PRIVATE LIMITED,1
SYNTHESIS AGRO FARMS PRIVATE LIMITED,1
KUMAR ORCHARDS PRIVATE LIMITED,1
KARPAGAM AGRO FOODS PRIVATE LIMITED,1
SASANS AGRO PRIVATE LIMITED,1
FRIDAY AGRO PRIVATE LIMITED,1
SHARMI FARMS PRIVATE LIMITED,1
MOUNTAIN NEEM ORGANIC PLANTATIONS PRIVATE LIMITED,1
LESLIE PLANTATIONS AND FARMS PRIVATE LIMITED,1
WINFIELD PLANTATIONS AND FARMS PRIVATE LIMITED,1
MAHA NIMBA ORGANIC PLANTATIONS PRIVATE LIMITED,1
ANEKAR AGROTECH PRIVATE LIMITED,1
FABIO PLANTATIONS AND FARMS PRIVATE LIMITED,1
KELBY PLANTATIONS AND FARMS PRIVATE LIMITED,1
EMERGING FARM EQUIPMENTS (INDIA) PRIVATE  LIMITED,1
NE AGRI SERVICES PRIVATE LIMITED,1
BOYCE PLANTATIONS AND FARMS PRIVATE LIMITED,1
BRUNO PLANTATIONS AND FARMS PRIVATE LIMITED,1
SHREENIDHI AND PADHUMANIDHI BIO FARM PRIVATE LIMITED,1
SONYA PLANTATIONS AND FARMS PRIVATE LIMITED,1
KHIVRAJ WIND FARMS PRIVATE LIMITED,1
ANANTRAM AGRO FARMS PRIVATE LIMITED,1
AVANINDRA AGRO FARMS PRIVATE LIMITED,1
VOX AGRO FARMS PRIVATE LIMITED,1
CHETAN ORCHARDES PRIVATE LIMITED,1
OJAS PLANTATIONS PRIVATE LIMITED,1
GREEN EARTH IRRIGATION PRIVATE LIMITED,1
INTGEN AGRO PRODUCTS LIMITED,1
GREENWOOD AGRO TECH INDIA LIMITED,1
GREEN WEALTH AGRO INDIA LIMITED,1
JUNO DESIGNS PRIVATE LIMITED,1
ADITYA BIO FUELS PRIVATE LIMITED,1
PERIYAKULAM COIR CLUSTER KALANJIAM PRODUCER COMPANY LIMITED,1
G.S.S. GARDENS AND TOURS PRIVATE LIMITED,1
SOUTHERN FAIRLAND DEVELOPERS AND PLANTERS PRIVATE LIMITED,1
CULINARE AGRI VENTURES PRIVATE LIMITED,1
KALANJIAM MILK PRODUCER COMPANY LIMITED,1
DHANYA AGRO FARMS PRIVATE LIMITED,1
SATHYAM BIO PRIVATE LIMITED,1
SAARAL AGRO PRODUCTS PRIVATE LIMITED,1
FORTUNE FAIR FUTURE AGRO PRIVATE LIMITED,1
ANNORA AGRO RESEARCH PRIVATE LIMITED,1
RAJAN CHEMICALS AND FARMS PRIVATE LIMITED,1
SENTHIL AGROFARM PRIVATE LIMITED,1
EXPAT HAVEN ESTATE PRIVATE LIMITED,1
MJK FARM DEVELOPERS PRIVATE LIMITED,1
CHANSI FARM DEVELOPERS PRIVATE LIMITED,1
AROHANA DAIRY PRIVATE LIMITED,1
GOSIV FARMS PRIVATE LIMITED,1
THAMIRABARANI RICE MILL CLUSTER PRIVATE LIMITED,1
MVS EFARM PRIVATE LIMITED,1
KATHIR AGRO TRADING AND AUTOMATION PRIVATE LIMITED,1
EXPAT GREENS PRIVATE LIMITED,1
TUTICORIN HINDUSTAN BIOPLANT PRIVATE LIMITED,1
JANANI AGRO FARMS PRIVATE LIMITED,1
KOTTAARAM FARMS PRIVATE LIMITED,1
STAR IMEX FERTILIZERS AND COMMODITIES PRIVATE LIMITED,1
VYJAYANTHI AGRO PARK PRIVATE LIMITED,1
BHARAT FARM FOODS PRIVATE LIMITED,1
RAYAN AGRO TECH PRIVATE LIMITED,1
SADHANA AGRITECH SERVICES AND CONSULTING  PRIVATE LIMITED,1
SVS FARMS (INDIA) LIMITED,1
SUNSTAR AGRO FARMS (INDIA) LIMITED,1
DEMETER BIO ENERGY LIMITED,1
GREEN SHIELD AGROTECH LIMITED,1
ABIVIRUTHI AGROTECH INDIA LIMITED,1
ALL SHINE AGRO FARM INDIA LIMITED,1
H G S DAIRIES AND AGRO LIMITED,1
VIRUTCHAM AGRO LIMITED,1
BIO NEST TECHNOLOGIES INDIA PRIVATE LIMITED,1
GREENCOMMUNE AGRO AND ALLIED ENTERPRISES  PRIVATE LIMITED,1
